quarter,airline_id,origin_airport,destination_airport,distance,num_people,revenue
2,AA,IND,PHX,1488,1889,673655
2,AA,OMA,PHX,1037,1640,387890
2,AA,PSP,PHX,261,2452,143080
2,AA,ANC,PHX,2552,437,267535
2,AA,LIH,PHX,2979,1472,992490
2,AA,BFL,PHX,425,1380,137270
2,AA,ABQ,PHX,328,2429,181485
2,AA,BOI,PHX,735,1520,273850
2,AA,DRO,PHX,353,860,66950
2,AA,ELP,PHX,347,2441,192725
2,AA,MRY,PHX,598,1713,256485
2,AA,DEN,PHX,602,4282,636740
2,AA,TPA,PHX,1788,2347,1003665
2,AA,FSD,PHX,1081,404,108410
2,AA,RDM,PHX,893,487,100945
2,AA,SEA,PHX,1107,4633,1468435
2,AA,KOA,PHX,2860,1205,791515
2,AA,OAK,PHX,646,2514,377470
2,AA,FLG,PHX,119,1516,37020
2,AA,DTW,PHX,1671,2923,1176105
2,AA,SMF,PHX,647,4980,782570
2,AA,FLL,PHX,1972,33,18465
2,AA,SLC,PHX,507,3197,394305
2,AA,SAF,PHX,370,453,40045
2,AA,TUS,PHX,110,3445,70335
2,AA,GEG,PHX,1020,1619,419315
2,AA,YUM,PHX,160,1648,54700
2,AA,MAF,PHX,581,481,75475
2,AA,IFP,PHX,188,244,10790
2,AA,SBA,PHX,455,2185,244265
2,AA,MFR,PHX,854,193,45955
2,AA,ROW,PHX,433,378,32200
2,AA,MTJ,PHX,419,129,19625
2,AA,JAC,PHX,705,165,28185
2,AA,LBB,PHX,588,459,70225
2,AA,EUG,PHX,952,171,42695
2,AA,SGU,PHX,262,564,37150
2,AA,EGE,PHX,513,1,35
2,AA,ORD,PIA,130,626,15660
2,AA,DFW,PIA,672,893,142505
2,AA,CLT,PIA,607,567,83845
2,AA,MLB,PIA,1007,1,155
2,AA,DFW,PIB,462,215,25685
2,AA,ORD,PIB,729,24,6160
2,AA,MEI,PIB,69,1,25
2,AA,ORD,PIT,413,2908,274120
2,AA,DCA,PIT,204,1316,57170
2,AA,CLT,PIT,366,6317,557995
2,AA,STL,PIT,554,11,1225
2,AA,PHX,PIT,1814,1822,816520
2,AA,PHL,PIT,268,3350,194520
2,AA,BOS,PIT,496,937,110345
2,AA,MIA,PIT,1013,966,256160
2,AA,SDF,PIT,335,8,460
2,AA,RDU,PIT,328,220,13410
2,AA,LGA,PIT,335,1722,124800
2,AA,DFW,PIT,1067,3089,803265
2,AA,MSY,PIT,918,38,9260
2,AA,JFK,PIT,340,159,11955
2,AA,IAH,PIT,1117,14,5780
2,AA,MEM,PIT,652,6,1660
2,AA,AUS,PIT,1210,9,2055
2,AA,TPA,PIT,873,8,1260
2,AA,SAT,PIT,1276,6,1150
2,AA,ATL,PIT,526,18,2060
2,AA,EWR,PIT,319,1,85
2,AA,SAV,PIT,579,10,1490
2,AA,IND,PIT,326,3,265
2,AA,BNA,PIT,462,4,170
2,AA,RIC,PIT,259,10,500
2,AA,OAK,PIT,2244,3,3855
2,AA,ILM,PIT,448,1,95
2,AA,RNO,PIT,2081,11,5145
2,AA,DTW,PIT,201,1,5
2,AA,SAN,PIT,2106,1,1445
2,AA,CLT,PNS,488,2351,282185
2,AA,DCA,PNS,816,464,88460
2,AA,MIA,PNS,530,684,85230
2,AA,DFW,PNS,604,2335,338045
2,AA,ORF,PNS,771,1,65
2,AA,SEA,PSC,172,102,3770
2,AA,ORD,PSP,1651,826,357330
2,AA,SFO,PSP,421,14,1200
2,AA,DFW,PSP,1126,1766,521200
2,AA,PHX,PSP,261,2553,155615
2,AA,SAF,PSP,605,1,35
2,AA,TUS,PSP,344,1,35
2,AA,SBP,PSP,255,2,90
2,AA,DRO,PSP,545,1,45
2,AA,SEA,PUW,250,7,525
2,AA,PHL,PVD,237,3473,177235
2,AA,ORD,PVD,849,969,206225
2,AA,CLT,PVD,683,4194,695440
2,AA,DFW,PVD,1529,38,12350
2,AA,DCA,PVD,356,2577,218675
2,AA,ATL,PVD,903,19,7075
2,AA,JAX,PVD,962,8,1350
2,AA,FLL,PVD,1188,11,5005
2,AA,LAS,PVD,2363,19,10325
2,AA,RSW,PVD,1200,3,675
2,AA,TPA,PVD,1136,7,3095
2,AA,CMH,PVD,612,2,240
2,AA,BNA,PVD,906,1,65
2,AA,DEN,PVD,1737,1,1315
2,AA,PHL,PWM,364,2318,191320
2,AA,DCA,PWM,482,2179,245885
2,AA,CLT,PWM,813,1827,375435
2,AA,SAT,PWM,1830,3,1095
2,AA,BNA,PWM,1010,4,1680
2,AA,AUS,PWM,1764,7,3655
2,AA,ORF,PWM,560,2,450
2,AA,STL,PWM,1096,6,880
2,AA,ORD,RAP,779,287,60775
2,AA,DFW,RAP,835,926,184010
2,AA,CLT,RAP,1322,18,5670
2,AA,PHX,RDM,893,490,103100
2,AA,LAX,RDM,726,423,84235
2,AA,LAX,RDU,2239,1307,735855
2,AA,ORD,RDU,646,3115,478215
2,AA,DCA,RDU,227,1827,95245
2,AA,CLT,RDU,130,7441,190505
2,AA,JAX,RDU,407,10,1080
2,AA,DTW,RDU,501,17,2085
2,AA,DFW,RDU,1061,5149,1257875
2,AA,PIT,RDU,328,223,20265
2,AA,JFK,RDU,427,1090,121480
2,AA,MCO,RDU,534,2,310
2,AA,PHL,RDU,337,3489,278765
2,AA,LGA,RDU,431,2300,239870
2,AA,PBI,RDU,638,47,7825
2,AA,MIA,RDU,700,2582,477240
2,AA,SEA,RDU,2354,5,1905
2,AA,BOS,RDU,612,4,590
2,AA,TPA,RDU,587,13,1645
2,AA,AUS,RDU,1162,1,375
2,AA,PWM,RDU,700,6,1590
2,AA,EWR,RDU,416,7,635
2,AA,BDL,RDU,532,11,1165
2,AA,FLL,RDU,680,1,125
2,AA,MSY,RDU,779,6,1570
2,AA,MEM,RDU,633,2,180
2,AA,BWI,RDU,255,1,65
2,AA,MSP,RDU,980,2,740
2,AA,RSW,RDU,667,2,130
2,AA,MDT,RDU,317,1,85
2,AA,BUF,RDU,487,2,790
2,AA,CLT,RIC,257,5596,324370
2,AA,JAX,RIC,544,35,3965
2,AA,MIA,RIC,825,292,58320
2,AA,MSY,RIC,906,10,2850
2,AA,LGA,RIC,292,743,48715
2,AA,ORD,RIC,642,1463,236875
2,AA,PHL,RIC,198,1913,83195
2,AA,DFW,RIC,1158,2053,566345
2,AA,EWR,RIC,277,9,525
2,AA,BDL,RIC,393,3,365
2,AA,IAH,RIC,1157,1,335
2,AA,ALB,RIC,407,1,105
2,AA,MEM,RIC,726,5,765
2,AA,PWM,RIC,561,2,300
2,AA,MCI,RIC,951,3,765
2,AA,XNA,RIC,943,2,570
2,AA,DTW,RIC,456,2,150
2,AA,BNA,RIC,527,2,1200
2,AA,MSP,RIC,970,1,485
2,AA,PHX,RNO,601,2340,333180
2,AA,TPA,RNO,2267,16,10520
2,AA,ORD,RNO,1671,1189,532665
2,AA,LAX,RNO,390,1712,157710
2,AA,DFW,RNO,1345,2509,850655
2,AA,OMA,RNO,1261,5,2205
2,AA,CMH,RNO,1950,11,5175
2,AA,PIT,RNO,2081,15,7375
2,AA,SAT,RNO,1391,9,3035
2,AA,STL,RNO,1574,4,1770
2,AA,CLT,RNO,2141,1,245
2,AA,IND,RNO,1776,1,1185
2,AA,DTW,RNO,1903,1,225
2,AA,CLT,ROA,155,2246,69930
2,AA,PHL,ROA,311,446,31950
2,AA,LGA,ROA,405,269,25285
2,AA,PHL,ROC,257,1698,100540
2,AA,CLT,ROC,573,2020,276380
2,AA,RDU,ROC,503,10,1200
2,AA,DCA,ROC,296,895,58275
2,AA,ORD,ROC,528,1755,207455
2,AA,MEM,ROC,863,7,2135
2,AA,BOS,ROC,343,657,58045
2,AA,AUS,ROC,1418,1,205
2,AA,RIC,ROC,388,2,140
2,AA,DFW,ROW,435,933,93605
2,AA,PHX,ROW,433,394,43070
2,AA,YUM,ROW,587,3,285
2,AA,ORD,RST,268,1183,74665
2,AA,DCA,RSW,892,880,199790
2,AA,PHL,RSW,993,2276,529490
2,AA,ORD,RSW,1120,3238,920500
2,AA,CLT,RSW,600,4778,683550
2,AA,BWI,RSW,919,8,2030
2,AA,DFW,RSW,1017,3153,791265
2,AA,DEN,RSW,1607,27,12595
2,AA,SAN,RSW,2164,17,10505
2,AA,MSP,RSW,1416,6,5450
2,AA,BDL,RSW,1180,28,10060
2,AA,SNA,RSW,2206,3,1965
2,AA,AUS,RSW,1001,2,790
2,AA,IAH,RSW,861,2,460
2,AA,MDT,RSW,984,1,175
2,AA,DFW,SAF,551,1263,182375
2,AA,PHX,SAF,370,426,37460
2,AA,PSP,SAF,605,1,95
2,AA,ORD,SAN,1723,4586,1994670
2,AA,MCO,SAN,2149,78,49010
2,AA,CLT,SAN,2077,3344,1746610
2,AA,DFW,SAN,1171,11362,3357380
2,AA,LAX,SAN,109,1626,33700
2,AA,PHL,SAN,2370,2636,1452940
2,AA,JFK,SAN,2446,1272,772190
2,AA,PHX,SAN,304,5748,390580
2,AA,MSP,SAN,1532,4,1040
2,AA,MIA,SAN,2267,1570,805690
2,AA,BOS,SAN,2588,34,23860
2,AA,DCA,SAN,2276,60,41810
2,AA,PDX,SAN,933,8,1030
2,AA,DEN,SAN,853,22,3690
2,AA,BWI,SAN,2295,16,10410
2,AA,STL,SAN,1557,11,5315
2,AA,SEA,SAN,1050,17,6005
2,AA,SLC,SAN,626,2,330
2,AA,LGA,SAN,2441,1,1045
2,AA,CLT,SAT,1095,2848,794370
2,AA,DFW,SAT,247,10878,619380
2,AA,PHX,SAT,843,2872,587120
2,AA,IND,SAT,985,5,1225
2,AA,MYR,SAT,1185,6,2390
2,AA,PIT,SAT,1276,13,4175
2,AA,LAX,SAT,1211,872,285640
2,AA,RDU,SAT,1224,3,565
2,AA,ORD,SAT,1041,1753,480675
2,AA,SLC,SAT,1087,9,2325
2,AA,CLE,SAT,1240,6,1600
2,AA,MIA,SAT,1143,498,143830
2,AA,BOI,SAT,1377,30,11020
2,AA,SAV,SAT,1041,2,350
2,AA,MDT,SAT,1430,12,3420
2,AA,LGA,SAT,1586,6,2280
2,AA,SJC,SAT,1454,25,8225
2,AA,LGB,SAT,1195,7,2925
2,AA,DTW,SAT,1214,1,1285
2,AA,ALB,SAT,1643,5,1955
2,AA,BUR,SAT,1211,5,1305
2,AA,TUS,SAT,762,3,505
2,AA,ILM,SAT,1250,1,215
2,AA,SMF,SAT,1463,2,420
2,AA,CLT,SAV,213,4838,223140
2,AA,PHL,SAV,629,767,116705
2,AA,DFW,SAV,925,1071,240045
2,AA,BTV,SAV,956,2,520
2,AA,DCA,SAV,519,77,8725
2,AA,PIT,SAV,579,8,580
2,AA,IND,SAV,596,3,385
2,AA,PVD,SAV,854,7,1175
2,AA,AVP,SAV,704,2,210
2,AA,TUL,SAV,886,4,800
2,AA,MEM,SAV,544,3,455
2,AA,IAD,SAV,515,1,25
2,AA,SDF,SAV,489,1,65
2,AA,AUS,SAV,984,2,340
2,AA,IAH,SAV,851,3,1625
2,AA,PHX,SBA,455,2365,263045
2,AA,AUS,SBA,1327,3,445
2,AA,ABQ,SBA,754,12,2070
2,AA,FSD,SBA,1388,4,650
2,AA,DFW,SBA,1316,682,208680
2,AA,MAF,SBA,1035,1,175
2,AA,ELP,SBA,801,2,500
2,AA,SAT,SBA,1297,4,800
2,AA,GJT,SBP,719,2,100
2,AA,PHX,SBP,509,1927,257685
2,AA,FLG,SBP,508,1,55
2,AA,PHL,SBY,107,669,14245
2,AA,CLT,SBY,371,615,54725
2,AA,PHL,SCE,153,1116,35640
2,AA,CLT,SDF,335,3431,275205
2,AA,JFK,SDF,662,13,2295
2,AA,DFW,SDF,733,2616,484030
2,AA,ORD,SDF,286,1421,98145
2,AA,DCA,SDF,474,1418,167420
2,AA,PHL,SDF,576,694,100940
2,AA,MIA,SDF,910,219,72075
2,AA,LGA,SDF,659,431,68785
2,AA,IAD,SDF,451,6,580
2,AA,PWM,SDF,890,1,205
2,AA,ATL,SDF,321,1,55
2,AA,CHS,SDF,485,9,1145
2,AA,DTW,SDF,306,1,85
2,AA,ILM,SDF,513,4,360
2,AA,MYR,SDF,491,2,170
2,AA,ORF,SDF,531,1,185
2,AA,BHM,SDF,323,1,25
2,AA,PVD,SDF,797,1,445
2,AA,PHX,SEA,1107,4938,1451130
2,AA,LAX,SEA,954,2720,620370
2,AA,CLT,SEA,2279,3989,2221165
2,AA,RDU,SEA,2354,16,7740
2,AA,MIA,SEA,2724,1130,852480
2,AA,DFW,SEA,1660,9859,4240515
2,AA,SFO,SEA,679,42,7090
2,AA,ORD,SEA,1721,4606,1961290
2,AA,SMF,SEA,605,9,835
2,AA,JFK,SEA,2422,1381,898555
2,AA,DEN,SEA,1024,48,10240
2,AA,PHL,SEA,2378,2308,1455660
2,AA,MSP,SEA,1399,19,5845
2,AA,STL,SEA,1709,5,2605
2,AA,BOS,SEA,2496,13,8455
2,AA,SAN,SEA,1050,11,2455
2,AA,MCO,SEA,2554,2,1060
2,AA,BNA,SEA,1978,7,2655
2,AA,MCI,SEA,1489,5,1315
2,AA,FCA,SEA,379,5,685
2,AA,GEG,SEA,224,43,1915
2,AA,EUG,SEA,234,23,1495
2,AA,ANC,SEA,1448,264,108310
2,AA,KTN,SEA,680,30,3690
2,AA,PSC,SEA,172,40,1470
2,AA,YKM,SEA,103,10,230
2,AA,MSO,SEA,389,1,115
2,AA,FAI,SEA,1533,81,43575
2,AA,OAK,SEA,672,8,930
2,AA,DCA,SEA,2329,12,4600
2,AA,SJC,SEA,696,15,3695
2,AA,PDX,SEA,129,7,275
2,AA,ATL,SEA,2182,5,2265
2,AA,BOI,SEA,399,1,45
2,AA,SNA,SEA,978,9,2395
2,AA,ALW,SEA,213,5,135
2,AA,JNU,SEA,909,36,8260
2,AA,BIL,SEA,664,3,195
2,AA,PUW,SEA,250,1,95
2,AA,BLI,SEA,93,10,170
2,AA,LWS,SEA,261,5,245
2,AA,FLL,SEA,2717,19,13855
2,AA,CHS,SEA,2415,5,1985
2,AA,EAT,SEA,99,1,25
2,AA,ONT,SEA,956,1,175
2,AA,DCA,SFO,2442,64,31520
2,AA,PHL,SFO,2521,5312,3359790
2,AA,JFK,SFO,2586,2798,1898950
2,AA,MCO,SFO,2446,113,66235
2,AA,CLT,SFO,2296,6608,3606400
2,AA,LAX,SFO,337,4612,437350
2,AA,DFW,SFO,1464,11826,4208570
2,AA,MIA,SFO,2585,2755,1783305
2,AA,PHX,SFO,651,4277,712065
2,AA,ORD,SFO,1846,5945,2763795
2,AA,PDX,SFO,550,17,1695
2,AA,LGA,SFO,2579,24,15650
2,AA,BOS,SFO,2704,45,27985
2,AA,SEA,SFO,679,25,3335
2,AA,PSP,SFO,421,10,740
2,AA,TPA,SFO,2393,12,5180
2,AA,SLC,SFO,599,1,75
2,AA,DEN,SFO,967,1,45
2,AA,ORD,SGF,438,1126,111840
2,AA,DFW,SGF,364,2420,195940
2,AA,CLT,SGF,708,720,127330
2,AA,PHX,SGU,262,610,39380
2,AA,DFW,SHV,190,2180,83410
2,AA,LAX,SJC,308,2102,150770
2,AA,ORD,SJC,1829,2250,1007160
2,AA,PHX,SJC,621,4757,775545
2,AA,DFW,SJC,1438,4317,1570425
2,AA,JFK,SJC,2569,9,6815
2,AA,CLT,SJC,2274,646,343840
2,AA,MKE,SJC,1829,17,6735
2,AA,DTW,SJC,2062,44,16530
2,AA,ATL,SJC,2116,24,13820
2,AA,OGG,SJC,2355,29,16865
2,AA,EWR,SJC,2548,5,2615
2,AA,BOS,SJC,2689,24,16310
2,AA,MCI,SJC,1479,6,2290
2,AA,SEA,SJC,696,12,2120
2,AA,PDX,SJC,569,6,670
2,AA,IAH,SJC,1608,19,9175
2,AA,SLC,SJC,584,4,450
2,AA,DSM,SJC,1532,18,5550
2,AA,TPA,SJC,2367,1,945
2,AA,DFW,SJT,229,1291,66055
2,AA,JFK,SJU,1598,1847,810015
2,AA,MIA,SJU,1045,6900,1781790
2,AA,CLT,SJU,1475,3745,1389775
2,AA,ORD,SJU,2072,1241,656145
2,AA,PHL,SJU,1576,3984,1690540
2,AA,DEN,SJU,2733,44,31190
2,AA,DFW,SJU,2165,2513,1366805
2,AA,BOS,SJU,1674,14,5870
2,AA,PVD,SJU,1636,10,4940
2,AA,STX,SJU,94,2,60
2,AA,LGA,SJU,1608,2,1820
2,AA,PHX,SJU,3016,4,2470
2,AA,MCI,SJU,2239,3,1895
2,AA,LAS,SJU,3220,6,3950
2,AA,SEA,SJU,3729,1,1025
2,AA,TPA,SJU,1237,1,1665
2,AA,LAX,SLC,590,1485,217795
2,AA,PHX,SLC,507,3343,437895
2,AA,BOS,SLC,2105,10,6410
2,AA,ORD,SLC,1250,2232,697830
2,AA,CLT,SLC,1727,1224,536390
2,AA,ATL,SLC,1590,21,8675
2,AA,DFW,SLC,989,6521,1621325
2,AA,PHL,SLC,1927,344,183210
2,AA,MSY,SLC,1428,28,8660
2,AA,MIA,SLC,2088,16,7730
2,AA,SAN,SLC,626,3,555
2,AA,SFO,SLC,599,6,1320
2,AA,SJC,SLC,584,1,65
2,AA,EWR,SLC,1969,19,10495
2,AA,TUL,SLC,926,2,150
2,AA,SNA,SLC,588,2,100
2,AA,PHX,SMF,647,4785,782975
2,AA,ORD,SMF,1781,1153,534525
2,AA,LAX,SMF,373,1767,152355
2,AA,DFW,SMF,1431,5238,1904080
2,AA,CLT,SMF,2244,1235,697735
2,AA,PHL,SMF,2458,24,11310
2,AA,EWR,SMF,2500,34,18300
2,AA,IAH,SMF,1609,15,6175
2,AA,JFK,SMF,2521,38,30780
2,AA,MCI,SMF,1442,14,5620
2,AA,BOS,SMF,2636,6,5840
2,AA,STL,SMF,1679,21,11335
2,AA,SEA,SMF,605,8,1240
2,AA,MSP,SMF,1517,1,605
2,AA,ATL,SNA,1919,11,3805
2,AA,MSP,SNA,1522,65,31035
2,AA,ORD,SNA,1726,4986,2153520
2,AA,PHX,SNA,338,5521,445755
2,AA,DFW,SNA,1205,9495,2762325
2,AA,OMA,SNA,1312,26,9910
2,AA,PDX,SNA,859,9,1825
2,AA,SEA,SNA,978,15,3825
2,AA,CLT,SNA,2099,1,305
2,AA,DEN,SNA,846,1,95
2,AA,DFW,SPI,630,484,77400
2,AA,DFW,SPS,113,730,15600
2,AA,CLT,SRQ,547,2103,299785
2,AA,DCA,SRQ,851,485,100785
2,AA,PHF,SRQ,758,1,65
2,AA,MKE,SRQ,1113,7,2345
2,AA,GSP,SRQ,517,1,185
2,AA,CMH,SRQ,869,1,145
2,AA,CLT,STL,575,3943,552925
2,AA,DFW,STL,550,5845,772365
2,AA,LGA,STL,888,1508,312060
2,AA,PWM,STL,1096,5,2045
2,AA,ORD,STL,258,3991,227125
2,AA,PHX,STL,1262,1949,625215
2,AA,MIA,STL,1068,1429,373725
2,AA,PHL,STL,814,1541,317285
2,AA,SEA,STL,1709,15,5605
2,AA,DCA,STL,719,1308,249090
2,AA,BDL,STL,957,6,1010
2,AA,BNA,STL,272,3,125
2,AA,LAX,STL,1592,1747,716285
2,AA,MWA,STL,101,83,1585
2,AA,OWB,STL,188,37,1805
2,AA,CGI,STL,114,48,1040
2,AA,IRK,STL,149,25,895
2,AA,MSP,STL,448,18,1990
2,AA,UIN,STL,93,18,430
2,AA,TBN,STL,119,52,1350
2,AA,PDX,STL,1708,19,8475
2,AA,PIT,STL,554,16,1890
2,AA,ILM,STL,759,2,400
2,AA,MSY,STL,604,5,565
2,AA,CHS,STL,706,5,715
2,AA,SAT,STL,786,3,1025
2,AA,RNO,STL,1574,3,1755
2,AA,ORF,STL,785,5,1065
2,AA,RDU,STL,667,2,520
2,AA,SNA,STL,1569,2,2160
2,AA,SRQ,STL,903,1,225
2,AA,LAX,STS,399,56,6980
2,AA,PHX,STS,699,456,81090
2,AA,STX,STT,45,1,5
2,AA,MIA,STT,1107,3704,990540
2,AA,PHL,STT,1605,643,257305
2,AA,CLT,STT,1520,1592,602180
2,AA,JFK,STT,1623,982,402040
2,AA,MCO,STT,1246,6,1770
2,AA,SJU,STT,68,5,55
2,AA,MIA,STX,1139,2441,691285
2,AA,CLT,STX,1562,153,60655
2,AA,STT,STX,45,5,45
2,AA,SJU,STX,94,5,55
2,AA,LAX,SUN,696,7,1635
2,AA,DFW,SUX,657,329,54355
2,AA,ORD,SUX,436,581,62105
2,AA,PHL,SWF,127,785,19995
2,AA,DFW,SWO,225,584,29600
2,AA,ORD,SYR,607,1704,246760
2,AA,PHL,SYR,228,1659,86535
2,AA,TPA,SYR,1104,13,2785
2,AA,BOS,SYR,265,220,14660
2,AA,DCA,SYR,298,1407,108065
2,AA,CLT,SYR,603,2397,364965
2,AA,RSW,SYR,1186,15,5445
2,AA,STL,SYR,804,1,245
2,AA,RDU,SYR,519,1,75
2,AA,STL,TBN,119,43,955
2,AA,MIA,TLH,402,826,79810
2,AA,CLT,TLH,386,1643,150915
2,AA,LEX,TLH,527,3,205
2,AA,DFW,TLH,767,772,144960
2,AA,CID,TLH,892,1,125
2,AA,CHS,TLH,307,2,90
2,AA,DTW,TLH,817,1,395
2,AA,ORD,TOL,213,834,37960
2,AA,CLT,TOL,466,1,45
2,AA,PHX,TPA,1788,2244,944950
2,AA,CLT,TPA,507,8774,1087390
2,AA,DFW,TPA,929,6343,1317465
2,AA,BDL,TPA,1111,7,1155
2,AA,PHL,TPA,920,4322,1061520
2,AA,LAS,TPA,1984,30,12890
2,AA,MIA,TPA,204,2889,111415
2,AA,ILM,TPA,513,2,180
2,AA,LGA,TPA,1010,35,7195
2,AA,DCA,TPA,814,3453,699675
2,AA,OAK,TPA,2385,5,2145
2,AA,SLC,TPA,1888,1,405
2,AA,SNA,TPA,2127,35,21495
2,AA,ORD,TPA,1012,2721,695205
2,AA,ONT,TPA,2112,23,10165
2,AA,JFK,TPA,1005,3,575
2,AA,SJC,TPA,2367,20,10690
2,AA,RDU,TPA,587,13,1445
2,AA,DTW,TPA,983,6,970
2,AA,EWR,TPA,997,23,6735
2,AA,PIT,TPA,873,5,935
2,AA,SFO,TPA,2393,3,1795
2,AA,BUF,TPA,1053,14,4760
2,AA,BOS,TPA,1185,3,505
2,AA,MSP,TPA,1306,2,700
2,AA,RNO,TPA,2267,3,1755
2,AA,PVD,TPA,1136,6,1010
2,AA,BWI,TPA,842,3,245
2,AA,SEA,TPA,2520,1,1905
2,AA,STL,TPA,869,1,235
2,AA,ALB,TPA,1130,3,515
2,AA,CLT,TRI,119,1377,30375
2,AA,DFW,TUL,237,6265,338705
2,AA,MIA,TUL,1168,72,24220
2,AA,CLT,TUL,842,904,190850
2,AA,ORD,TUL,585,1142,157410
2,AA,FLL,TUL,1162,14,5440
2,AA,MYR,TUL,977,3,895
2,AA,DCA,TUL,1049,1,475
2,AA,CVG,TUL,646,3,315
2,AA,ORD,TUS,1437,2137,777495
2,AA,PHX,TUS,110,3546,72960
2,AA,DFW,TUS,813,6016,1219380
2,AA,LAX,TUS,451,1149,153495
2,AA,BUR,TUS,453,12,1110
2,AA,SBA,TUS,539,28,3430
2,AA,PSP,TUS,344,4,260
2,AA,ELP,TUS,269,4,200
2,AA,JFK,TUS,2136,315,149335
2,AA,CMH,TUS,1653,3,1385
2,AA,GJT,TUS,502,6,690
2,AA,FAT,TUS,595,8,1250
2,AA,MRY,TUS,695,2,170
2,AA,CLT,TUS,1735,1,565
2,AA,ABQ,TUS,321,5,435
2,AA,ROW,TUS,382,1,125
2,AA,MAF,TUS,513,1,465
2,AA,ORD,TVC,224,1013,50455
2,AA,DFW,TVC,1022,130,30840
2,AA,DFW,TXK,181,744,27710
2,AA,DFW,TYR,102,1027,20915
2,AA,CLT,TYS,177,2774,100790
2,AA,DCA,TYS,437,606,63230
2,AA,PHL,TYS,554,577,70895
2,AA,MDT,TYS,497,7,1695
2,AA,DFW,TYS,771,1514,287990
2,AA,ORD,TYS,475,582,74700
2,AA,TLH,TYS,374,1,45
2,AA,MYR,TYS,323,2,160
2,AA,CHO,TYS,346,2,110
2,AA,STL,UIN,93,18,400
2,AA,DFW,VPS,641,2223,344425
2,AA,CLT,VPS,460,2170,238150
2,AA,DCA,VPS,789,67,15475
2,AA,LYH,VPS,632,2,500
2,AA,CVG,VPS,600,4,650
2,AA,RDU,VPS,582,1,155
2,AA,IND,VPS,637,1,15
2,AA,MKE,VPS,863,1,105
2,AA,AUS,VPS,666,1,105
2,AA,DFW,XNA,280,3792,238860
2,AA,DCA,XNA,963,339,81585
2,AA,ORD,XNA,522,1496,189760
2,AA,CLT,XNA,754,1395,268345
2,AA,LGA,XNA,1147,729,197105
2,AA,LAX,XNA,1371,418,137750
2,AA,CVG,XNA,562,1,495
2,AA,CLE,XNA,758,1,225
2,AA,SEA,YKM,103,41,605
2,AA,PHX,YUM,160,1651,55655
2,AA,PSP,YUM,137,1,5
2,AA,DRO,YUM,498,3,335
2,AA,FAT,YUM,407,1,105
2,AA,ROW,YUM,587,1,125
2,AC,DEN,RNO,804,1,75
2,AF,MSP,ANC,2519,1,225
2,AF,PHL,ATL,666,1,115
2,AF,SAN,ATL,1892,1,305
2,AF,LAX,DTW,1979,1,415
2,AF,ATL,MCO,404,1,155
2,AS,DFW,ABI,158,1,5
2,AS,SEA,ABQ,1180,1324,371300
2,AS,LAX,ABQ,677,13,1825
2,AS,PHX,ABQ,328,1,75
2,AS,PDX,ABQ,1111,1,165
2,AS,PDX,ACV,327,10,790
2,AS,ANC,ADK,1192,67,21455
2,AS,ANC,ADQ,253,1205,69855
2,AS,ANC,AKN,288,669,44405
2,AS,DLG,AKN,71,1,15
2,AS,SEA,ALW,213,1087,49955
2,AS,DFW,AMA,312,13,1325
2,AS,LAS,ANC,2304,326,209430
2,AS,SEA,ANC,1448,17646,6320880
2,AS,JNU,ANC,571,2149,288625
2,AS,PHX,ANC,2552,219,118225
2,AS,PDX,ANC,1542,3281,1255245
2,AS,BRW,ANC,725,740,123030
2,AS,HNL,ANC,2777,1265,881425
2,AS,GST,ANC,532,25,3745
2,AS,ORD,ANC,2846,1273,869465
2,AS,KTN,ANC,775,338,59910
2,AS,MSP,ANC,2519,60,32760
2,AS,FAI,ANC,261,4261,224165
2,AS,LAX,ANC,2345,1415,824375
2,AS,PSG,ANC,678,102,14200
2,AS,SIT,ANC,592,448,62320
2,AS,OTZ,ANC,548,662,74230
2,AS,YAK,ANC,373,116,7520
2,AS,CDV,ANC,160,258,8600
2,AS,BET,ANC,399,1207,103825
2,AS,VDZ,ANC,126,66,1340
2,AS,AKN,ANC,288,290,19320
2,AS,OME,ANC,539,828,103640
2,AS,ENA,ANC,59,131,1585
2,AS,ADQ,ANC,253,1135,61565
2,AS,DLG,ANC,329,227,16925
2,AS,HOM,ANC,117,157,3725
2,AS,SCC,ANC,627,654,137440
2,AS,DUT,ANC,792,520,82090
2,AS,KOA,ANC,2874,20,12630
2,AS,ADK,ANC,1192,60,12550
2,AS,WRG,ANC,708,74,11510
2,AS,CDB,ANC,620,22,2300
2,AS,SNP,ANC,767,4,380
2,AS,OGG,ANC,2797,1,265
2,AS,SDP,ANC,557,35,11455
2,AS,MCG,ANC,220,5,515
2,AS,SEA,ATL,2182,2262,1306730
2,AS,PDX,ATL,2172,350,174030
2,AS,MSY,ATL,425,9,845
2,AS,RSW,ATL,515,5,865
2,AS,SAV,ATL,214,5,225
2,AS,JAX,ATL,270,12,1250
2,AS,ORD,ATL,606,7,1185
2,AS,CHS,ATL,259,21,1015
2,AS,DFW,ATL,731,14,1750
2,AS,LAX,ATL,1947,11,5465
2,AS,MEM,ATL,332,2,60
2,AS,HSV,ATL,151,1,5
2,AS,PHL,ATL,666,2,290
2,AS,PBI,ATL,545,1,55
2,AS,PNS,ATL,271,1,45
2,AS,ORF,ATL,516,2,200
2,AS,GSO,ATL,306,3,185
